stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,stop_timezone,wheelchair_boarding
LAVALE-E,97392,La Vallée,47.493374,-0.389087,0,Europe/Paris,1
LAVALLEE,601332,La Vallée,47.493379,-0.389233,0,Europe/Paris,0
LESTOUCH,784899,Les Touches,47.537297,-0.5711540000000001,0,Europe/Paris,0
LESTOU-E,245279,Les Touches,47.53719,-0.57113,0,Europe/Paris,0
MONNETSC,26460,Monnet,47.465874,-0.599206,0,Europe/Paris,0
MOUCHE-E,794078,Moucherie,47.577048,-0.5448190000000001,0,Europe/Paris,0
MOUCHERI,404144,Moucherie,47.577036,-0.544685,0,Europe/Paris,0
MURIER-E,219217,Mûrier,47.514117,-0.376544,0,Europe/Paris,0
NOYAU-E,689066,Noyau,47.512694,-0.365556,0,Europe/Paris,0
OREEBO-E,69108,L'Orée des Bois,47.508413,-0.37897,0,Europe/Paris,0
PASQUE-E,171163,Pasquelerie,47.510714,-0.353176,0,Europe/Paris,0
SAUBIN-P,633066,St-Aubin La Salle,47.489698,-0.5035500000000001,0,Europe/Paris,0
TOUSS2-E,137420,Toussaint Hodée,47.500832,-0.428807,0,Europe/Paris,0
TOUSSAI2,962307,Toussaint Hodée,47.500816,-0.428918,0,Europe/Paris,0
CLEMENCE,365803,Clémenceau,47.476832,-0.567563,0,Europe/Paris,0
PARADIS,530483,Paradis,47.405578,-0.693765,0,Europe/Paris,1
GIROLLES,103120,Girolles,47.583621,-0.413101,0,Europe/Paris,1
LEVRAUDE,104936,Levrauderies,47.466624,-0.468732,0,Europe/Paris,0
LEVRAU-E,484974,Levrauderies,47.466574,-0.468641,0,Europe/Paris,0
DIMETIER,47437,Dimetières,47.498357,-0.437842,0,Europe/Paris,1
DIMETI-E,478995,Dimetières,47.498315,-0.437938,0,Europe/Paris,1
VILLIERS,77201,Villiers,47.573744,-0.675058,0,Europe/Paris,1
VILLIE-E,940580,Villiers,47.573668,-0.675472,0,Europe/Paris,1
JOXE-E,,Joxé,47.484516,-0.541397,0,Europe/Paris,0
ORGEMO-E,,Orgemont,47.446688,-0.542268,0,Europe/Paris,0
CLBEUR-E,370458,Clos au Beurre,47.390957,-0.563109,0,Europe/Paris,1
RGILAR-E,891005,Gilardières,47.385944,-0.564817,0,Europe/Paris,1
BOURRE-E,932638,Bourrelière,47.381871,-0.564099,0,Europe/Paris,1
GAIGNE-E,25170,Gaigné,47.38384,-0.551433,0,Europe/Paris,1
JONCHE-E,181666,Jonchères,47.383667,-0.549017,0,Europe/Paris,1
WPAT-E,899769,Patton,47.473495,-0.592471,0,Europe/Paris,0
LAFORET,363274,La Forêt,47.497643,-0.400084,0,Europe/Paris,1
MATISS-E,635602,Matisse,47.470739,-0.49192,0,Europe/Paris,0
MATISSE,946064,Matisse,47.470663,-0.491681,0,Europe/Paris,0
COEURMA,,Cœur de Maine,47.472313,-0.558771,0,Europe/Paris,0
COEURM-E,,Cœur de Maine,47.472816,-0.557707,0,Europe/Paris,0
RONDE,,Ronde,47.494128,-0.5828989999999999,0,Europe/Paris,0
RONDE-E,,Ronde,47.495132,-0.5833390000000001,0,Europe/Paris,1
CHAUVIRA,492814,Chauviray,47.552227,-0.697433,0,Europe/Paris,1
CHAUVI-E,234576,Chauviray,47.552255,-0.697594,0,Europe/Paris,1
COURLAIS,449050,Courlais,47.511418,-0.721902,0,Europe/Paris,1
GRANJA-E,120351,Grand Jardin,47.567719,-0.656577,0,Europe/Paris,1
GRANJARD,494098,Grand Jardin,47.567631,-0.656474,0,Europe/Paris,1
JOUVZA-E,508111,Jouvet,47.558395,-0.669723,0,Europe/Paris,1
ZACHESNA,499436,ZA La Chesnaie,47.568699,-0.675285,0,Europe/Paris,1
PLAMAY,,Plateau Mayenne,47.495149,-0.5800689999999999,0,Europe/Paris,1
DOUBLONN,,Doublonnière,47.403555,-0.668977,0,Europe/Paris,0
POINTJOU,37542,Point du Jour,47.474281,-0.319774,0,Europe/Paris,1
DPATIS-E,,Pâtis -reporté-,47.464735,-0.708348,0,Europe/Paris,0
SEMARD-E,,Gares Sémard,47.464674,-0.56038,0,Europe/Paris,1
BRISSAC,,Brissac,47.403895,-0.522386,0,Europe/Paris,0
BRISSA-E,,Brissac,47.404053,-0.521896,0,Europe/Paris,0
FONTE-E,,Fontenelles,47.403947,-0.526855,0,Europe/Paris,0
FONTENE,627942419,Fontenelles,47.403159,-0.5250320000000001,0,Europe/Paris,0
FONTEN-E,1372735832,Fontenelles,47.402613,-0.525246,0,Europe/Paris,0
HTDEMURS,1528695854,MÛRS-ÉRIGNÉ Hauts de Mûrs,47.395488,-0.5555639999999999,0,Europe/Paris,0
JOLIVE-E,,Jolivetterie,47.431325,-0.555413,0,Europe/Paris,1
JOLIVETT,,Jolivetterie,47.4313,-0.555141,0,Europe/Paris,1
ATOSUB-E,621105235,L'Atoll,47.484406,-0.631786,0,Europe/Paris,1
CLEMEN-E,17860676,Clémenceau,47.476951,-0.567411,0,Europe/Paris,1
LATOLL,,L'Atoll,47.483629,-0.631845,0,Europe/Paris,1
ALLETANG,710950616,Allée de l'Etang,47.561756,-0.687449,0,Europe/Paris,1
AZEMA,1624843344,Azema Billa,47.448705,-0.40927,0,Europe/Paris,1
AZEMA-E,1067297894,Azema Billa,47.448716,-0.409107,0,Europe/Paris,1
BOUVETTE,,Bouvetteries,47.540507,-0.479792,0,Europe/Paris,0
CHATPL-E,,Château de la Plesse,47.496974,-0.610586,0,Europe/Paris,0
CHATPLES,,Château de la Plesse,47.49687,-0.610603,0,Europe/Paris,0
DFRAYON-E,,Frayon -reporté-,47.461639,-0.710039,0,Europe/Paris,0
FENEUEGL,927573,Feneu Eglise,47.569812,-0.594221,0,Europe/Paris,1
GIROLL-E,216700,Girolles,47.583595,-0.413107,0,Europe/Paris,1
GRAZ-E,1245688957,Grazé,47.487547,-0.495434,0,Europe/Paris,1
GRAZE,1017839716,Grazé,47.487625,-0.495352,0,Europe/Paris,0
HTMURS-E,526017535,MÛRS-ÉRIGNÉ Hauts de Mûrs,47.395583,-0.555567,0,Europe/Paris,0
JAUDSCOL,178254139,Ecole de la Jaudette,47.464271,-0.48934,0,Europe/Paris,1
PIGEO2-E,520279,Avardière,47.468674,-0.39096,0,Europe/Paris,1
PIGEON2,54367,Avardière,47.468748,-0.391032,0,Europe/Paris,1
POUSSINI,,Poussinière,47.586954,-0.41278,0,Europe/Paris,0
REUNIE-E,1712834580,Reugnier,47.543912,-0.434381,0,Europe/Paris,1
BELAIRMA,,Bel Air,47.528571,-0.6063499999999999,0,Europe/Paris,0
VICHUMON,,Victor Hugo Montreuil,47.528222,-0.6118440000000001,0,Europe/Paris,0
BASSEBOD,,Basse Bodinière,47.58531,-0.447991,0,Europe/Paris,0
MARENO-E,,Mare Noire,47.466219,-0.395454,0,Europe/Paris,0
MARENOIR,,Mare Noire,47.466152,-0.395324,0,Europe/Paris,0
HERISSIE,,Hérissière,47.511406,-0.352298,0,Europe/Paris,0
HERISS-E,,Hérissière,47.511373,-0.35241,0,Europe/Paris,0
GARETERM,,Gares Papin,47.464917,-0.557761,0,Europe/Paris,1
VIGNAI-E,,Vignaiseries,47.501756,-0.437117,0,Europe/Paris,0
VIGNAISE,,Vignaiseries,47.50177,-0.437079,0,Europe/Paris,0
Domaine du Val -reporté-,,Domaine du Val -reporté-,47.537001,-0.6243880000000001,0,Europe/Paris,0
DLORPLM,,L'Orée PROVISOIRE,47.54231,-0.672115,0,Europe/Paris,0
DLORPLM-E,,L'Orée PROVISOIRE,47.542458,-0.6722669999999999,0,Europe/Paris,0
DPLMACE,,Plessis-Macé Mairie PROVISOIRE,47.542029,-0.676758,0,Europe/Paris,0
DPLMACE-E,,Plessis-Macé Mairie PROVISOIRE,47.542122,-0.676717,0,Europe/Paris,0
AFPA,,AFPA,47.471545,-0.52335,0,Europe/Paris,1
AFPA-E,,AFPA,47.47146,-0.522837,0,Europe/Paris,1
AQUA-D5B,,AquaVita,47.493497,-0.565528,0,Europe/Paris,1
AQUASUB,,AquaVita,47.493361,-0.565539,0,Europe/Paris,0
ARENA,,Arena Loire,47.44346,-0.47869,0,Europe/Paris,1
ARENA-E,,Arena Loire,47.443454,-0.47829,0,Europe/Paris,1
AUCHAN,,Auchan,47.518696,-0.607586,0,Europe/Paris,1
AUCHAN-E,,Auchan,47.518234,-0.606453,0,Europe/Paris,1
AURIOL-E,,Auriol,47.491289,-0.564935,0,Europe/Paris,1
BDEMAI-E,,Berges de Maine,47.478509,-0.5489039999999999,0,Europe/Paris,1
BDEMAINE,,Berges de Maine,47.478749,-0.549624,0,Europe/Paris,1
BENEAR,,Béné,47.541154,-0.609441,0,Europe/Paris,1
BICHBICH,,Bichon,47.479329,-0.564851,0,Europe/Paris,0
BICHBI-E,,Bichon,47.4793,-0.5646679999999999,0,Europe/Paris,0
BICHDA-E,,Bichon,47.479236,-0.563642,0,Europe/Paris,1
BICHDAVI,,Bichon,47.47873,-0.5641929999999999,0,Europe/Paris,1
BICHLA-E,,Bichon,47.479062,-0.5651890000000001,0,Europe/Paris,0
BICHLAZA,,Bichon,47.478835,-0.56512,0,Europe/Paris,0
BOISRI-E,,Bois Rinier,47.476432,-0.497398,0,Europe/Paris,0
BOISRINI,,Bois Rinier,47.476582,-0.497989,0,Europe/Paris,0
BOURGO-E,,Bourgonnier,47.461608,-0.541195,0,Europe/Paris,1
BOURGONN,,Bourgonnier,47.462174,-0.542227,0,Europe/Paris,1
BOUZINAC,,Bouzinac,47.503319,-0.509729,0,Europe/Paris,1
BOUZIN-E,,Bouzinac,47.503229,-0.509754,0,Europe/Paris,1
CAMUS,,Camus,47.485242,-0.575873,0,Europe/Paris,1
CAMUS-E,,Camus,47.484968,-0.575759,0,Europe/Paris,1
CARREF5A,,Carrefour St-Serge,47.488125,-0.543509,0,Europe/Paris,1
CARREF5B,,Carrefour St-Serge,47.488084,-0.542511,0,Europe/Paris,1
CCI,,CCI,47.468177,-0.55782,0,Europe/Paris,1
CCI-E,,CCI,47.468365,-0.557633,0,Europe/Paris,1
CHATAI-E,,Châtaigneraie,47.441224,-0.607768,0,Europe/Paris,1
CHATAIGN,,Châtaigneraie,47.441338,-0.6078,0,Europe/Paris,1
COEURP-E,,Cœur de Maine,47.472569,-0.556829,0,Europe/Paris,1
COEURPOI,,Cœur de Maine,47.472316,-0.557167,0,Europe/Paris,1
COPERNIC,,Copernic,47.516842,-0.610432,0,Europe/Paris,1
DANGEL-E,,Daniel Gélin,47.445152,-0.527125,0,Europe/Paris,1
DEBUMO-E,,Debussy,47.487187,-0.515386,0,Europe/Paris,0
DEBUMONP,,Debussy,47.487634,-0.515812,0,Europe/Paris,0
ECURIE,,Écurie,47.434543,-0.499032,0,Europe/Paris,0
ECURIE-E,,Écurie,47.434424,-0.499014,0,Europe/Paris,0
EPERVI-E,,L'Épervière,47.507072,-0.508837,0,Europe/Paris,0
EPERVIER,,L'Épervière,47.506862,-0.509003,0,Europe/Paris,0
EUROPE,,Europe,47.486083,-0.5286960000000001,0,Europe/Paris,0
EUROPE-E,,Europe,47.486208,-0.5289740000000001,0,Europe/Paris,0
EXPO-ZI,,Parc Expo,47.496106,-0.491835,0,Europe/Paris,0
GAUBOU5A,,Gaubourgs,47.448383,-0.572388,0,Europe/Paris,1
GAUBOU5B,,Gaubourgs,47.447972,-0.572448,0,Europe/Paris,1
GERMTI-E,,Germaine Tillion,47.536742,-0.6279169999999999,0,Europe/Paris,1
GERMTILL,,Germaine Tillion,47.537072,-0.627455,0,Europe/Paris,1
GRANPIN,,Grand Pin,47.473291,-0.631953,0,Europe/Paris,1
HOPITAL,,CHU-Hôpital,47.480652,-0.554831,0,Europe/Paris,0
KOPA,,Stade Raymond Kopa,47.461354,-0.531137,0,Europe/Paris,1
KOPA-E,,Stade Raymond Kopa,47.461425,-0.531667,0,Europe/Paris,1
LAFAYE-E,,La Fayette,47.460311,-0.554852,0,Europe/Paris,1
LAFAYETT,,La Fayette,47.460455,-0.554351,0,Europe/Paris,1
LAREVE-E,,Larevellière,47.471309,-0.5336340000000001,0,Europe/Paris,1
LAREVELL,,Larevellière,47.471223,-0.531822,0,Europe/Paris,1
LECLERC,,Leclerc,47.483075,-0.5760150000000001,0,Europe/Paris,1
LECLER-E,,Leclerc,47.483002,-0.575738,0,Europe/Paris,1
LEOLAG-E,,Léo Lagrange,47.447816,-0.510352,0,Europe/Paris,1
LEPRE,,Le Pré,47.515123,-0.584937,0,Europe/Paris,1
LEPRE-E,,Le Pré,47.515249,-0.585112,0,Europe/Paris,1
LETANDUE,,Letanduère,47.452805,-0.5531740000000001,0,Europe/Paris,1
LIZE05,,Lizé,47.487126,-0.574408,0,Europe/Paris,1
LIZE07,,Lizé,47.486849,-0.573163,0,Europe/Paris,1
LIZE07-E,,Lizé,47.486875,-0.572983,0,Europe/Paris,1
MAI4VE-E,,Mail des Quatre Vents,47.531851,-0.5284489999999999,0,Europe/Paris,0
MAISAR-E,,Maison des Arts,47.471701,-0.537442,0,Europe/Paris,1
MAISARTS,,Maison des Arts,47.471851,-0.537747,0,Europe/Paris,1
MAISDA-E,,Maison de la Danse,47.488519,-0.585299,0,Europe/Paris,1
MAISDANS,,Maison de la Danse,47.488869,-0.5848719999999999,0,Europe/Paris,1
MAISEN-E,,Maison de L'Environnement,47.46405,-0.594329,0,Europe/Paris,1
MAISENVI,,Maison de L'Environnement,47.464238,-0.593932,0,Europe/Paris,1
MAISLAC,,Maison du Lac,47.466007,-0.5989,0,Europe/Paris,1
MAISLA-E,,Maison du Lac,47.466089,-0.597783,0,Europe/Paris,1
MAISON-E,,Maisons Rouges,47.474413,-0.511809,0,Europe/Paris,1
MAJUIN5A,,Maréchal Juin,47.449747,-0.568123,0,Europe/Paris,1
MONGAZ-E,,Mongazon,47.460864,-0.528443,0,Europe/Paris,0
MONGAZON,,Mongazon,47.460963,-0.528672,0,Europe/Paris,0
MONPLA-E,,Monplaisir,47.489893,-0.526883,0,Europe/Paris,1
NERUDA,,Neruda,47.445325,-0.541133,0,Europe/Paris,1
PAULBERT,,Paul Bert,47.466327,-0.55246,0,Europe/Paris,1
PETVIV-E,,Petit Vivier,47.445584,-0.606625,0,Europe/Paris,1
PISCMU-E,,Piscine C. Muffat,47.534191,-0.616522,0,Europe/Paris,1
PISCMUFF,,Piscine C. Muffat,47.534039,-0.6165929999999999,0,Europe/Paris,1
POLYTECH,,Polytech,47.480575,-0.594592,0,Europe/Paris,1
POLYTE-E,,Polytech,47.480635,-0.5945859999999999,0,Europe/Paris,1
POUILL-E,,Pouillé,47.432846,-0.53218,0,Europe/Paris,1
QUANTIAR,,Quantinière,47.459842,-0.475484,0,Europe/Paris,1
SAUMUR-E,,Saumuroise,47.456802,-0.531904,0,Europe/Paris,1
SAUMUROI,,Saumuroise,47.457313,-0.532501,0,Europe/Paris,1
SSYMAI-E,,St-Sylvain Mairie,47.519795,-0.471135,0,Europe/Paris,1
SSYMAIRI,,St-Sylvain Mairie,47.519873,-0.471085,0,Europe/Paris,0
STLEON5A,,St-Léonard,47.45977,-0.521071,0,Europe/Paris,1
STLEON5B,,St-Léonard,47.459772,-0.520856,0,Europe/Paris,1
STLEONAR,,St-Léonard,47.459632,-0.522057,0,Europe/Paris,1
STRASB-E,,Strasbourg,47.457138,-0.554322,0,Europe/Paris,1
STRASBOU,,Strasbourg,47.457304,-0.554546,0,Europe/Paris,1
TERNIE-E,,Ternière,47.505693,-0.593256,0,Europe/Paris,1
TRELGA-E,,Trélazé Gare,47.452088,-0.469608,0,Europe/Paris,1
TRELGARE,,Trélazé Gare,47.452448,-0.470017,0,Europe/Paris,1
V.HUGO,,Victor Hugo,47.52349,-0.467469,0,Europe/Paris,1
V.HUGO-E,,Victor Hugo,47.523543,-0.467406,0,Europe/Paris,1
VALMAI-E,,Val de Maine,47.443132,-0.612525,0,Europe/Paris,1
VALMAINE,,Val de Maine,47.443074,-0.612428,0,Europe/Paris,1
VAUBAN-E,,Vauban,47.46,-0.560788,0,Europe/Paris,1
DDSAVEN-E,,Savennières PROVISOIRE,47.387293,-0.663944,0,Europe/Paris,0
DSAVENNI,,Savennières PROVISOIRE,47.387503,-0.66367,0,Europe/Paris,0
